,name,chamber,party,state,district,date,content,replyCount,retweetCount,likeCount,quoteCount,handle,platform,url,photos,news,text,toke,superBERT,enga,cvs
667,Dean Phillips,House,Democrat,MN,3,2021-10-04 20:10:25+00:00,"Medicare and Social Security consume ~$2 trillion annually to support retirees.

The Build Back Better Act would invest $350 billion annually in children, families, education, green energy, and climate resiliency. And it's paid for. 

If that's ""radical"", I need a new dictionary.",16,24,144,0,repdeanphillips,Twitter,https://twitter.com/RepDeanPhillips/status/1445119135034363905,,[],medicare social security consume trillion annually support retireesthe build back better act would invest billion annually children families education green energy climate resiliency paid thats radical need new dictionary,"['medicare', 'social', 'security', 'consume', 'trillion', 'annually', 'support', 'retireesthe', 'build', 'back', 'better', 'act', 'would', 'invest', 'billion', 'annually', 'children', 'families', 'education', 'green', 'energy', 'climate', 'resiliency', 'paid', 'thats', 'radical', 'need', 'new', 'dictionary']",17,184,False
668,Ilhan Omar,House,Democrat,MN,5,2021-10-04 20:09:21+00:00,"Reminder: the Build Back Better Act is President Biden’s agenda, not progressives.
 
And we are prepared to deliver the votes to send it to his desk.",117,177,1432,3,ilhan,Twitter,https://twitter.com/Ilhan/status/1445118865499885574,,[],reminder build back better act president bidens agenda progressives prepared deliver votes send desk,"['reminder', 'build', 'back', 'better', 'act', 'president', 'bidens', 'agenda', 'progressives', 'prepared', 'deliver', 'votes', 'send', 'desk']",18,1729,False
669,Beth Van Duyne,House,Republican,TX,24,2021-10-04 20:09:12+00:00,Fixed it for you. twitter.com/whitehouse/sta… https://t.co/apSagnekKv,77,144,518,10,repbethvanduyne,Twitter,https://twitter.com/RepBethVanDuyne/status/1445118829605097480,https://pbs.twimg.com/media/FA4X6hoXoBM6G5A?format=jpg&name=small,['https://twitter.com/whitehouse/status/1445077940564279309'],fixed twittercomwhitehousesta,"['fixed', 'twittercomwhitehousesta']",2,749,False
670,Roger Williams,House,Republican,TX,25,2021-10-04 20:08:45+00:00,"The Biden Administration continues to lie to the American people about about the real cost of their budget package.

The truth is this will be the largest tax increase in American history. twitter.com/townhallcom/st…",11,9,8,0,reprwilliams,Twitter,https://twitter.com/RepRWilliams/status/1445118715440283651,,['https://twitter.com/townhallcom/status/1445101465945706496'],biden administration continues lie american people real cost budget packagethe truth largest tax increase american history twittercomtownhallcomst,"['biden', 'administration', 'continues', 'lie', 'american', 'people', 'real', 'cost', 'budget', 'packagethe', 'truth', 'largest', 'tax', 'increase', 'american', 'history', 'twittercomtownhallcomst']",-1,28,False
671,Lucille Roybal-Allard,House,Democrat,CA,40,2021-10-04 20:08:02+00:00,Insto a aquellos que son elegibles y están en riesgo de desalojo a que presenten su solicitud lo antes posible en housingiskey.com o llamando al 833-430-2122.,0,1,0,0,reproybalallard,Twitter,https://twitter.com/RepRoybalAllard/status/1445118536716800001,,['https://housingiskey.com'],insto aquellos que son elegibles estn en riesgo de desalojo que presenten su solicitud lo antes posible en housingiskeycom llamando al,"['insto', 'aquellos', 'que', 'son', 'elegibles', 'estn', 'en', 'riesgo', 'de', 'desalojo', 'que', 'presenten', 'su', 'solicitud', 'lo', 'antes', 'posible', 'en', 'housingiskeycom', 'llamando', 'al']",-1,1,False
672,Lucille Roybal-Allard,House,Democrat,CA,40,2021-10-04 20:08:01+00:00,Atención inquilinos y propietarios de #CA40: el programa CA #COVID19 #Ayudaconlarenta NO HA TERMINADO. Se aceptarán solicitudes hasta que se agoten los fondos del programa. https://t.co/STPHEyPDm6,1,1,3,0,reproybalallard,Twitter,https://twitter.com/RepRoybalAllard/status/1445118532564488194,https://pbs.twimg.com/media/FA4Xl6wWQAAxMXL?format=jpg&name=small,[],atencin inquilinos propietarios de ca40 el programa ca covid19 ayudaconlarenta ha terminado se aceptarn solicitudes hasta que se agoten los fondos del programa,"['atencin', 'inquilinos', 'propietarios', 'de', 'ca40', 'el', 'programa', 'ca', 'covid19', 'ayudaconlarenta', 'ha', 'terminado', 'se', 'aceptarn', 'solicitudes', 'hasta', 'que', 'se', 'agoten', 'los', 'fondos', 'del', 'programa']",-1,5,False
673,Emanuel Cleaver,House,Democrat,MO,5,2021-10-04 20:05:45+00:00,"State-sanctioned execution of the intellectually disabled is both morally reprehensible and egregiously unconstitutional.

That’s why @RepCori and I are calling on Governor Parson to stay the execution of Ernest Johnson.
washingtonpost.com/nation/2021/10…",4,24,46,1,repcleaver,Twitter,https://twitter.com/repcleaver/status/1445117959970689031,,['https://www.washingtonpost.com/nation/2021/10/02/ernest-johnson-cori-bush/'],statesanctioned execution intellectually disabled morally reprehensible egregiously unconstitutionalthats calling governor parson stay execution ernest johnsonwashingtonpostcomnation202110,"['statesanctioned', 'execution', 'intellectually', 'disabled', 'morally', 'reprehensible', 'egregiously', 'unconstitutionalthats', 'calling', 'governor', 'parson', 'stay', 'execution', 'ernest', 'johnsonwashingtonpostcomnation202110']",-1,75,False
674,Seth Moulton,House,Democrat,MA,6,2021-10-04 20:04:59+00:00,"Republicans and the previous administration racked up nearly $8 trillion in debt, in part to give the wealthiest Americans tax cuts.

Now they're refusing to pay the bill. They would rather plunge our economy into a recession and cause service members to go without paychecks.",1,3,5,0,teammoulton,Twitter,https://twitter.com/teammoulton/status/1445117766021914638,,[],republicans previous administration racked nearly trillion debt part give wealthiest americans tax cutsnow theyre refusing pay bill would rather plunge economy recession cause service members go without paychecks,"['republicans', 'previous', 'administration', 'racked', 'nearly', 'trillion', 'debt', 'part', 'give', 'wealthiest', 'americans', 'tax', 'cutsnow', 'theyre', 'refusing', 'pay', 'bill', 'would', 'rather', 'plunge', 'economy', 'recession', 'cause', 'service', 'members', 'go', 'without', 'paychecks']",0,9,False
675,Ashley Hinson,House,Republican,IA,1,2021-10-04 20:02:22+00:00,"I will not write the Democrats a blank check to spend as much as they want, on whatever they want, until 2022.

Iowans’ tax dollars shouldn’t be treated like Monopoly money. twitter.com/KCRG/status/14…",23,5,52,4,repashleyhinson,Twitter,https://twitter.com/RepAshleyHinson/status/1445117111093927940,,['https://twitter.com/KCRG/status/1445081802083799040'],write democrats blank check spend much want whatever want 2022iowans tax dollars shouldnt treated like monopoly money twittercomkcrgstatus14,"['write', 'democrats', 'blank', 'check', 'spend', 'much', 'want', 'whatever', 'want', '2022iowans', 'tax', 'dollars', 'shouldnt', 'treated', 'like', 'monopoly', 'money', 'twittercomkcrgstatus14']",0,84,False
676,Peter Welch,House,Democrat,VT,0,2021-10-04 20:01:39+00:00,"The US pays its debts. If we don’t, our economy will pay a catastrophic price. This has long been a bipartisan exercise—Democrats joined Republicans to do so 3 times under Trump. Republicans need to get off the sidelines and join us to get this done.
washingtonpost.com/us-policy/2021…",4,13,28,2,peterwelch,Twitter,https://twitter.com/PeterWelch/status/1445116926972383235,,['https://www.washingtonpost.com/us-policy/2021/10/04/biden-schumer-debt-ceiling/'],us pays debts dont economy pay catastrophic price long bipartisan exercisedemocrats joined republicans times trump republicans need get sidelines join us get donewashingtonpostcomuspolicy2021,"['us', 'pays', 'debts', 'dont', 'economy', 'pay', 'catastrophic', 'price', 'long', 'bipartisan', 'exercisedemocrats', 'joined', 'republicans', 'times', 'trump', 'republicans', 'need', 'get', 'sidelines', 'join', 'us', 'get', 'donewashingtonpostcomuspolicy2021']",0,47,False
677,Matt Cartwright,House,Democrat,PA,8,2021-10-04 20:00:12+00:00,"The bipartisan infrastructure bill would make historic investments in reclaiming abandoned mine lands across PA - work that's critical to ensuring clean water &amp; creating jobs in former mining regions like NEPA.

It's one of many reasons we need to get it across the finish line.",13,8,22,1,repcartwright,Twitter,https://twitter.com/RepCartwright/status/1445116562407624711,,[],bipartisan infrastructure bill would make historic investments reclaiming abandoned mine lands across pa work thats critical ensuring clean water creating jobs former mining regions like nepaits one many reasons need get across finish line,"['bipartisan', 'infrastructure', 'bill', 'would', 'make', 'historic', 'investments', 'reclaiming', 'abandoned', 'mine', 'lands', 'across', 'pa', 'work', 'thats', 'critical', 'ensuring', 'clean', 'water', 'creating', 'jobs', 'former', 'mining', 'regions', 'like', 'nepaits', 'one', 'many', 'reasons', 'need', 'get', 'across', 'finish', 'line']",16,44,False
678,Kat Cammack,House,Republican,FL,3,2021-10-04 20:00:02+00:00,"Thank you to @RepAlLawsonJr for leading this letter as a fellow member of @HouseAgGOP / @HouseAgDems. 

Thank you also to:
@RepGusBilirakis 
@RepCharlieCrist 
@RepValDemings 
@RepTedDeutch 
@MarioDB 
@RepDonaldsPress 
@DrNealDunnFL2 
@RepFranklin 
@RepCarlos",1,2,4,0,repkatcammack,Twitter,https://twitter.com/RepKatCammack/status/1445116521001402372,,[],thank leading letter fellow member thank also,"['thank', 'leading', 'letter', 'fellow', 'member', 'thank', 'also']",-1,7,False
679,Kat Cammack,House,Republican,FL,3,2021-10-04 20:00:02+00:00,".@RepStephMurphy 
@congbillposey 
@RepRutherfordFL 
@RepMariaSalazar 
@RepDarrenSoto 
@RepGregSteube 
@RepWaltzPress 
@RepDWStweets 
@RepWilson",5,2,3,0,repkatcammack,Twitter,https://twitter.com/RepKatCammack/status/1445116522456813575,,[],,[],28,10,True
680,Kat Cammack,House,Republican,FL,3,2021-10-04 20:00:01+00:00,"Earlier this afternoon, I sent a letter to @USDA @SecVilsack about the effects of the PMVAP on Florida's dairy farmers and the high losses due to the pandemic. Fluid milk's Class I mover status has not been treated equitably. 

More: bit.ly/3izGsl9 https://t.co/lz9Xm2ucZe",2,4,14,0,repkatcammack,Twitter,https://twitter.com/RepKatCammack/status/1445116519269208069,https://pbs.twimg.com/media/FA4URQ7WUAouSTQ?format=jpg&name=small,['https://bit.ly/3izGsl9'],earlier afternoon sent letter effects pmvap floridas dairy farmers high losses due pandemic fluid milks class mover status treated equitably bitly3izgsl9,"['earlier', 'afternoon', 'sent', 'letter', 'effects', 'pmvap', 'floridas', 'dairy', 'farmers', 'high', 'losses', 'due', 'pandemic', 'fluid', 'milks', 'class', 'mover', 'status', 'treated', 'equitably', 'bitly3izgsl9']",14,20,False
681,Daniel Meuser,House,Republican,PA,9,2021-10-04 20:00:01+00:00,Biden and Democrats want Republicans to raise the debt ceiling so they can spend trillions of dollars on their liberal agenda. This cannot happen.,18,16,39,0,repmeuser,Twitter,https://twitter.com/RepMeuser/status/1445116516354035719,,[],biden democrats want republicans raise debt ceiling spend trillions dollars liberal agenda cannot happen,"['biden', 'democrats', 'want', 'republicans', 'raise', 'debt', 'ceiling', 'spend', 'trillions', 'dollars', 'liberal', 'agenda', 'cannot', 'happen']",0,73,False
682,Kim Schrier,House,Democrat,WA,8,2021-10-04 19:59:31+00:00,Glad to join my classmates @RepAngieCraig @RepColinAllred @RepSusanWild @RepMalinowski @RepSusieLee in writing this op-ed. It's time to get both the infrastructure bill and the BBB Act passed so we can deliver for our constituents. newsweek.com/2018-majority-…,11,17,51,1,repkimschrier,Twitter,https://twitter.com/RepKimSchrier/status/1445116390017585169,,['https://www.newsweek.com/2018-majority-makers-we-know-build-back-better-winning-agenda-opinion-1635389'],glad join classmates writing oped time get infrastructure bill bbb act passed deliver constituents newsweekcom2018majority,"['glad', 'join', 'classmates', 'writing', 'oped', 'time', 'get', 'infrastructure', 'bill', 'bbb', 'act', 'passed', 'deliver', 'constituents', 'newsweekcom2018majority']",18,80,False
683,James R. Baird,House,Republican,IN,4,2021-10-04 19:58:02+00:00,"President Biden’s multi-trillion-dollar plan will be the largest tax increase in history that will have a noticeable impact on nearly every American, not just those making more than $400k. Now, 𝘵𝘩𝘢𝘵 is a big deal. twitter.com/WhiteHouse/sta…",6,4,7,0,repjimbaird,Twitter,https://twitter.com/RepJimBaird/status/1445116018389618699,,['https://twitter.com/WhiteHouse/status/1445077940564279309'],president bidens multitrilliondollar plan largest tax increase history noticeable impact nearly every american making 400k big deal twittercomwhitehousesta,"['president', 'bidens', 'multitrilliondollar', 'plan', 'largest', 'tax', 'increase', 'history', 'noticeable', 'impact', 'nearly', 'every', 'american', 'making', '400k', 'big', 'deal', 'twittercomwhitehousesta']",0,17,False
684,Jimmy Gomez,House,Democrat,CA,34,2021-10-04 19:56:55+00:00,"Republicans racked up trillions in debt by cutting taxes to corporations and the top 1%. 

Now, they’re refusing to pay the bill.

If Republicans won’t save our country from an economic disaster, they need to get out of the way. #debtceiling twitter.com/mkraju/status/…",15,54,139,5,repjimmygomez,Twitter,https://twitter.com/RepJimmyGomez/status/1445115735882313754,,['https://twitter.com/mkraju/status/1445054453430767619'],republicans racked trillions debt cutting taxes corporations top theyre refusing pay billif republicans wont save country economic disaster need get way debtceiling twittercommkrajustatus,"['republicans', 'racked', 'trillions', 'debt', 'cutting', 'taxes', 'corporations', 'top', 'theyre', 'refusing', 'pay', 'billif', 'republicans', 'wont', 'save', 'country', 'economic', 'disaster', 'need', 'get', 'way', 'debtceiling', 'twittercommkrajustatus']",0,213,False
685,Betty McCollum,House,Democrat,MN,4,2021-10-04 19:56:47+00:00,"When it comes to the Duck Stamp contest, billed the nation’s most prestigious wildlife art competition, Minnesota’s got an impressive track record!🦆 (2/2) 
startribune.com/minnesotas-duc…",2,3,27,2,bettymccollum04,Twitter,https://twitter.com/BettyMcCollum04/status/1445115704127143945,,['https://www.startribune.com/minnesotas-duck-stamp-dynasty-still-flying-high/600102448/'],comes duck stamp contest billed nations prestigious wildlife art competition minnesotas got impressive track record startribunecomminnesotasduc,"['comes', 'duck', 'stamp', 'contest', 'billed', 'nations', 'prestigious', 'wildlife', 'art', 'competition', 'minnesotas', 'got', 'impressive', 'track', 'record', 'startribunecomminnesotasduc']",3,34,False
686,Betty McCollum,House,Democrat,MN,4,2021-10-04 19:56:47+00:00,"Congratulations to Minnesota artist James Hautman, whose design was chosen to be featured on the 2022-2023 Duck Stamp! This @USFWS program raises funds for wetland habitat preservation &amp; wildlife conservation. 

Learn more: fws.gov/birds/get-invo… (1/2)",1,7,22,0,bettymccollum04,Twitter,https://twitter.com/BettyMcCollum04/status/1445115702822772750,,['https://www.fws.gov/birds/get-involved/duck-stamp.php'],congratulations minnesota artist james hautman whose design chosen featured duck stamp program raises funds wetland habitat preservation wildlife conservation learn fwsgovbirdsgetinvo,"['congratulations', 'minnesota', 'artist', 'james', 'hautman', 'whose', 'design', 'chosen', 'featured', 'duck', 'stamp', 'program', 'raises', 'funds', 'wetland', 'habitat', 'preservation', 'wildlife', 'conservation', 'learn', 'fwsgovbirdsgetinvo']",-1,30,False
687,Lori Trahan,House,Democrat,MA,3,2021-10-04 19:55:29+00:00,"I applaud Frances Haugen for surfacing the truth about @Facebook. Her courage means that not only will legislators take action, but that the general public knows data collected by these huge platforms is being used against our children — and against the users themselves. https://t.co/zBx2gezWyx",1,29,64,2,reploritrahan,Twitter,https://twitter.com/RepLoriTrahan/status/1445115375964798978,https://pbs.twimg.com/ext_tw_video_thumb/1445115144145670144/pu/img/ge2UCFMJM-fllqJE.jpg,[],applaud frances haugen surfacing truth courage means legislators take action general public knows data collected huge platforms used children users,"['applaud', 'frances', 'haugen', 'surfacing', 'truth', 'courage', 'means', 'legislators', 'take', 'action', 'general', 'public', 'knows', 'data', 'collected', 'huge', 'platforms', 'used', 'children', 'users']",4,96,False
688,Debbie Dingell,House,Democrat,MI,12,2021-10-04 19:54:49+00:00,"In true Trump-like fashion, Republicans are refusing to pay trillions of dollars in debt THEY racked up under the former administration.
 
Republicans must stop playing political games with people’s lives!",18,69,209,3,repdebdingell,Twitter,https://twitter.com/RepDebDingell/status/1445115210566668293,,[],true trumplike fashion republicans refusing pay trillions dollars debt racked former administration republicans must stop playing political games peoples lives,"['true', 'trumplike', 'fashion', 'republicans', 'refusing', 'pay', 'trillions', 'dollars', 'debt', 'racked', 'former', 'administration', 'republicans', 'must', 'stop', 'playing', 'political', 'games', 'peoples', 'lives']",0,299,False
689,John A. Yarmuth,House,Democrat,KY,3,2021-10-04 19:54:24+00:00,.@POTUS's remarks today were spot-on. Mitch should either vote to pay the bills he and President Trump helped create or he should get the hell out of the way. twitter.com/potus/status/1…,10,40,152,4,repjohnyarmuth,Twitter,https://twitter.com/RepJohnYarmuth/status/1445115106120146950,,['https://twitter.com/potus/status/1445075460572987393'],remarks today spoton mitch either vote pay bills president trump helped create get hell way twittercompotusstatus1,"['remarks', 'today', 'spoton', 'mitch', 'either', 'vote', 'pay', 'bills', 'president', 'trump', 'helped', 'create', 'get', 'hell', 'way', 'twittercompotusstatus1']",0,206,False
690,Carolyn Bourdeaux,House,Democrat,GA,7,2021-10-04 19:50:00+00:00,"I’d like to recognize Dolores Huerta — a labor activist and co-founder of the National Farmworkers Association, a labor union dedicated to improving the conditions of farmworkers. Her work was instrumental in pushing legislation protecting the immigrant working population. https://t.co/qQhgPjit72",2,3,20,0,repbourdeaux,Twitter,https://twitter.com/RepBourdeaux/status/1445113996215037953,https://pbs.twimg.com/media/FAUQkiDWYAEB2CN?format=jpg&name=small,[],id like recognize dolores huerta labor activist cofounder national farmworkers association labor union dedicated improving conditions farmworkers work instrumental pushing legislation protecting immigrant working population,"['id', 'like', 'recognize', 'dolores', 'huerta', 'labor', 'activist', 'cofounder', 'national', 'farmworkers', 'association', 'labor', 'union', 'dedicated', 'improving', 'conditions', 'farmworkers', 'work', 'instrumental', 'pushing', 'legislation', 'protecting', 'immigrant', 'working', 'population']",-1,25,False
691,Andy Biggs,House,Republican,AZ,5,2021-10-04 19:48:54+00:00,$3.5 Trillion ≠ $0,146,143,931,21,repandybiggsaz,Twitter,https://twitter.com/RepAndyBiggsAZ/status/1445113721949392898,,[],trillion,['trillion'],0,1241,False
692,Andy Kim,House,Democrat,NJ,3,2021-10-04 19:47:34+00:00,"We are so excited to see what our Ocean &amp; Burlington County students come up with. The deadline to register is 11/1.
congressionalappchallenge.us",0,2,7,0,repandykimnj,Twitter,https://twitter.com/RepAndyKimNJ/status/1445113382839980063,,['https://www.congressionalappchallenge.us/'],excited see ocean burlington county students come deadline register 111congressionalappchallengeus,"['excited', 'see', 'ocean', 'burlington', 'county', 'students', 'come', 'deadline', 'register', '111congressionalappchallengeus']",10,9,False
693,Andy Kim,House,Democrat,NJ,3,2021-10-04 19:47:33+00:00,"ICYMI: @TheSandPaperLBI mentioned our @CongressionalAC in their piece about @OceanEdu’s CyberSafe Cybersecurity Camp.
 
thesandpaper.net/articles/ocean…",3,6,13,0,repandykimnj,Twitter,https://twitter.com/RepAndyKimNJ/status/1445113381489463298,,['https://www.thesandpaper.net/articles/ocean-county-colleges-cybersecurity-camp-a-hit-with-teenage-attendees/'],icymi mentioned piece cybersafe cybersecurity camp thesandpapernetarticlesocean,"['icymi', 'mentioned', 'piece', 'cybersafe', 'cybersecurity', 'camp', 'thesandpapernetarticlesocean']",23,22,False
694,Lucille Roybal-Allard,House,Democrat,CA,40,2021-10-04 19:47:16+00:00,Attention #CA40 renters &amp; landlords: the CA #COVID19 #RentRelief program is NOT OVER. Applications will be accepted until program funds are exhausted. I urge those who are eligible &amp; at risk of eviction to apply ASAP at housingiskey.com or by calling 833-430-2122. https://t.co/lWpayQ1tLc,2,3,4,0,reproybalallard,Twitter,https://twitter.com/RepRoybalAllard/status/1445113309607366659,https://pbs.twimg.com/media/FA4SiX1WEAoEvBm?format=jpg&name=small,['https://housingiskey.com/'],attention ca40 renters landlords ca covid19 rentrelief program applications accepted program funds exhausted urge eligible risk eviction apply asap housingiskeycom calling,"['attention', 'ca40', 'renters', 'landlords', 'ca', 'covid19', 'rentrelief', 'program', 'applications', 'accepted', 'program', 'funds', 'exhausted', 'urge', 'eligible', 'risk', 'eviction', 'apply', 'asap', 'housingiskeycom', 'calling']",-1,9,False
695,Hakeem S. Jeffries,House,Democrat,NY,8,2021-10-04 19:46:32+00:00,"The communities that have been hit the hardest by the pandemic.

Must be helped the most by our response.",48,117,733,5,repjeffries,Twitter,https://twitter.com/RepJeffries/status/1445113123560726528,,[],communities hit hardest pandemicmust helped response,"['communities', 'hit', 'hardest', 'pandemicmust', 'helped', 'response']",1,903,False
696,Chrissy Houlahan,House,Democrat,PA,6,2021-10-04 19:46:31+00:00,"While we are all here, now is a good time to remind everyone that human rights are women's rights, and women's rights are human rights. 

#facebookdown",5,9,99,0,rephoulahan,Twitter,https://twitter.com/RepHoulahan/status/1445113120104534024,,[],good time remind everyone human rights womens rights womens rights human rights facebookdown,"['good', 'time', 'remind', 'everyone', 'human', 'rights', 'womens', 'rights', 'womens', 'rights', 'human', 'rights', 'facebookdown']",5,113,False
697,Josh Harder,House,Democrat,CA,10,2021-10-04 19:45:32+00:00,"Since Facebook and Instagram are down, I’ll leave this pic of Cali here. https://t.co/3ORjE3gMqV",1,3,84,0,repjoshharder,Twitter,https://twitter.com/RepJoshHarder/status/1445112875018686469,https://pbs.twimg.com/media/FA4Sf9eVcAI-Vxj?format=jpg&name=small,[],since facebook instagram ill leave pic cali,"['since', 'facebook', 'instagram', 'ill', 'leave', 'pic', 'cali']",4,88,False
698,Peter A. DeFazio,House,Democrat,OR,4,2021-10-04 19:45:08+00:00,The wealthy are offshoring trillions of dollars to avoid taxes and accountability for their financial crimes. Average Americans are expected to pay their taxes and follow the law. It’s beyond time we ensure that the wealthy do the same. washingtonpost.com/business/inter…,2,16,43,3,reppeterdefazio,Twitter,https://twitter.com/RepPeterDeFazio/status/1445112773231394817,,['https://www.washingtonpost.com/business/interactive/2021/pandora-papers-offshore-finance/?itid=hp-top-table-high'],wealthy offshoring trillions dollars avoid taxes accountability financial crimes average americans expected pay taxes follow law beyond time ensure wealthy washingtonpostcombusinessinter,"['wealthy', 'offshoring', 'trillions', 'dollars', 'avoid', 'taxes', 'accountability', 'financial', 'crimes', 'average', 'americans', 'expected', 'pay', 'taxes', 'follow', 'law', 'beyond', 'time', 'ensure', 'wealthy', 'washingtonpostcombusinessinter']",0,64,False
699,Peter A. DeFazio,House,Democrat,OR,4,2021-10-04 19:45:08+00:00,"We must enact my IRS Enhancement and Tax Gap Reduction Act to give the IRS the resources it currently lacks to hold these wealthy tax cheats accountable. This will finally ensure the wealthiest of our society pay their fair share, like everyone else.",1,4,35,1,reppeterdefazio,Twitter,https://twitter.com/RepPeterDeFazio/status/1445112774447742986,,[],must enact irs enhancement tax gap reduction act give irs resources currently lacks hold wealthy tax cheats accountable finally ensure wealthiest society pay fair share like everyone else,"['must', 'enact', 'irs', 'enhancement', 'tax', 'gap', 'reduction', 'act', 'give', 'irs', 'resources', 'currently', 'lacks', 'hold', 'wealthy', 'tax', 'cheats', 'accountable', 'finally', 'ensure', 'wealthiest', 'society', 'pay', 'fair', 'share', 'like', 'everyone', 'else']",0,41,False
700,Barbara Lee,House,Democrat,CA,13,2021-10-04 19:45:07+00:00,And the people responsible for this spill must be held accountable for the full extent of the damage they have caused. twitter.com/RepBarbaraLee/…,9,83,352,1,repbarbaralee,Twitter,https://twitter.com/RepBarbaraLee/status/1445112767367852037,,['https://twitter.com/RepBarbaraLee/status/1445111938632065032'],people responsible spill must held accountable full extent damage caused twittercomrepbarbaralee,"['people', 'responsible', 'spill', 'must', 'held', 'accountable', 'full', 'extent', 'damage', 'caused', 'twittercomrepbarbaralee']",2,445,False
701,"Frank Pallone, Jr.",House,Democrat,NJ,6,2021-10-04 19:44:18+00:00,"Reports of a safe and effective anti-viral #COVID19 pill are encouraging, but it is no reason to let our guard down now. 

The most effective way to prevent serious illness from COVID is to #GetVaccinated today.
nytimes.com/2021/10/03/hea…",3,7,21,1,frankpallone,Twitter,https://twitter.com/FrankPallone/status/1445112564631982088,,['https://www.nytimes.com/2021/10/03/health/merck-covid-pill-vaccine-fauci.html'],reports safe effective antiviral covid19 pill encouraging reason let guard effective way prevent serious illness covid getvaccinated todaynytimescom20211003hea,"['reports', 'safe', 'effective', 'antiviral', 'covid19', 'pill', 'encouraging', 'reason', 'let', 'guard', 'effective', 'way', 'prevent', 'serious', 'illness', 'covid', 'getvaccinated', 'todaynytimescom20211003hea']",3,32,False
702,Susan Wild,House,Democrat,PA,7,2021-10-04 19:43:59+00:00,"“We’re not afraid. We’re ready to get this done.”

I couldn’t be prouder to fight alongside @RepAngieCraig, @RepColinAllred, @RepSusieLee, @RepKimSchrier, and @RepMalinowski to deliver change for the American people.",3,2,19,0,repsusanwild,Twitter,https://twitter.com/RepSusanWild/status/1445112484323602438,,[],afraid ready get donei couldnt prouder fight alongside deliver change american people,"['afraid', 'ready', 'get', 'donei', 'couldnt', 'prouder', 'fight', 'alongside', 'deliver', 'change', 'american', 'people']",-1,24,False
703,Barbara Lee,House,Democrat,CA,13,2021-10-04 19:41:49+00:00,"It’s only a matter of time before aging, broken down equipment fails and results in yet another ecological disaster. We must pass the West Coast Ocean Protection Act to ban offshore drilling in federal waters off the coasts of CA, OR &amp; WA.
latimes.com/california/sto…",10,110,368,6,repbarbaralee,Twitter,https://twitter.com/RepBarbaraLee/status/1445111938632065032,,['https://www.latimes.com/california/story/2021-10-04/orange-county-oil-spill-amplify-energy-past-problems'],matter time aging broken equipment fails results yet another ecological disaster must pass west coast ocean protection act ban offshore drilling federal waters coasts ca walatimescomcaliforniasto,"['matter', 'time', 'aging', 'broken', 'equipment', 'fails', 'results', 'yet', 'another', 'ecological', 'disaster', 'must', 'pass', 'west', 'coast', 'ocean', 'protection', 'act', 'ban', 'offshore', 'drilling', 'federal', 'waters', 'coasts', 'ca', 'walatimescomcaliforniasto']",14,494,False
704,David J. Trone,House,Democrat,MD,6,2021-10-04 19:41:26+00:00,"Thank you @POTUS for recognizing October as National Youth Substance Use #PreventionMonth. Addiction is a disease that can affect anyone, but especially teens and young adults. During my time in Congress, I've met too many parents in mourning. Enough is enough. twitter.com/ONDCP/status/1…",1,4,11,1,repdavidtrone,Twitter,https://twitter.com/RepDavidTrone/status/1445111841722703875,,['https://twitter.com/ONDCP/status/1443969366102614022'],thank recognizing october national youth substance use preventionmonth addiction disease affect anyone especially teens young adults time congress ive met many parents mourning enough enough twittercomondcpstatus1,"['thank', 'recognizing', 'october', 'national', 'youth', 'substance', 'use', 'preventionmonth', 'addiction', 'disease', 'affect', 'anyone', 'especially', 'teens', 'young', 'adults', 'time', 'congress', 'ive', 'met', 'many', 'parents', 'mourning', 'enough', 'enough', 'twittercomondcpstatus1']",-1,17,False
705,Van Taylor,House,Republican,TX,3,2021-10-04 19:41:04+00:00,Humbled to announce this year’s Congressional Veteran Commendation honorees! I'll be hosting a special award ceremony to honor these veterans on their wartime sacrifices &amp; peacetime community involvement later this month on October 30th. Learn more: bit.ly/3Fi6anR https://t.co/HZhpIlO93H,1,4,8,0,repvantaylor,Twitter,https://twitter.com/RepVanTaylor/status/1445111750983131152,https://pbs.twimg.com/media/FA4RWhGXoAU2T5L?format=jpg&name=small,['https://bit.ly/3Fi6anR'],humbled announce years congressional veteran commendation honorees ill hosting special award ceremony honor veterans wartime sacrifices peacetime community involvement later month october 30th learn bitly3fi6anr,"['humbled', 'announce', 'years', 'congressional', 'veteran', 'commendation', 'honorees', 'ill', 'hosting', 'special', 'award', 'ceremony', 'honor', 'veterans', 'wartime', 'sacrifices', 'peacetime', 'community', 'involvement', 'later', 'month', 'october', '30th', 'learn', 'bitly3fi6anr']",6,13,False
706,Yvette Herrell,House,Republican,NM,2,2021-10-04 19:40:50+00:00,"Take a look at this great report from KOB4--it's clear that we need the National Guard to assist in handling the Biden Border Crisis. 

kob.com/albuquerque-ne…",13,5,18,1,repherrell,Twitter,https://twitter.com/RepHerrell/status/1445111689280729089,,['https://www.kob.com/albuquerque-news/4-investigates-does-the-southern-border-need-the-national-guardrsquos-help/6258978/'],take look great report kob4its clear need national guard assist handling biden border crisis kobcomalbuquerquene,"['take', 'look', 'great', 'report', 'kob4its', 'clear', 'need', 'national', 'guard', 'assist', 'handling', 'biden', 'border', 'crisis', 'kobcomalbuquerquene']",12,37,False
