,name,chamber,party,state,district,date,content,replyCount,retweetCount,likeCount,quoteCount,handle,platform,url,photos,news,text,toke,topic,enga,engaSum
219,Charles E. Schumer,Senate,Democrat,NY,,2021-05-19 13:58:40.000000,NEWS: The Senate thanks to Senator Murray and U.S. Senate Democrats just voted to vote to overturn an awful Trump-era rule that makes it harder for victims of employment discrimination to get justice.,94,0,1103,0,senschumer,Facebook,https://facebook.com/senschumer/posts/10159675698984407,,,news senate thanks senator murray us senate democrats voted vote overturn awful trumpera rule makes harder victims employment discrimination get justice,"['news', 'senate', 'thanks', 'senator', 'murray', 'us', 'senate', 'democrats', 'voted', 'vote', 'overturn', 'awful', 'trumpera', 'rule', 'makes', 'harder', 'victims', 'employment', 'discrimination', 'get', 'justice']",12,1197,3059
375,Nancy Pelosi,House,Democrat,CA,12,2021-05-19 12:00:48.000000,"Join my colleagues and me live as we hold a bill enrollment ceremony for the bipartisan COVID-19 Hate Crimes Act. The legislation will improve Department of Justice hate crimes tracking and include the text of the NO HATE Act to provide more resources for training on hate crimes data collection, reporting and response.",441,109,641,0,NancyPelosi,Facebook,https://facebook.com/NancyPelosi/videos/373201377464371,,,join colleagues live hold bill enrollment ceremony bipartisan covid19 hate crimes act legislation improve department justice hate crimes tracking include text hate act provide resources training hate crimes data collection reporting response,"['join', 'colleagues', 'live', 'hold', 'bill', 'enrollment', 'ceremony', 'bipartisan', 'covid19', 'hate', 'crimes', 'act', 'legislation', 'improve', 'department', 'justice', 'hate', 'crimes', 'tracking', 'include', 'text', 'hate', 'act', 'provide', 'resources', 'training', 'hate', 'crimes', 'data', 'collection', 'reporting', 'response']",27,1191,5149
6,Brian J. Mast,House,Republican,FL,18,2021-05-20 02:07:59+00:00,I left the first pair in Afghanistan. twitter.com/Tedpinson/stat…,52,119,953,8,repbrianmast,Twitter,https://twitter.com/RepBrianMast/status/1395199594708049921,,['https://twitter.com/Tedpinson/status/1395172691905286144'],left first pair afghanistan twittercomtedpinsonstat,"['left', 'first', 'pair', 'afghanistan', 'twittercomtedpinsonstat']",20,1132,1923
174,Marsha Blackburn,Senate,Republican,TN,,2021-05-19 16:02:50.000000,"Why is Biden so afraid of transparency?

FOXNEWS.COM
Senate Republicans call for Biden to restore Trump-era government transparency order",159,118,825,0,marshablackburn,Facebook,https://facebook.com/marshablackburn/posts/10159198862353396,,https://www.foxnews.com/politics/senate-republicans-call-for-biden-to-restore-trump-era-government-transparency-executive-order,biden afraid transparencyfoxnewscomsenate republicans call biden restore trumpera government transparency order,"['biden', 'afraid', 'transparencyfoxnewscomsenate', 'republicans', 'call', 'biden', 'restore', 'trumpera', 'government', 'transparency', 'order']",23,1102,67393
178,Charles E. Schumer,Senate,Democrat,NY,,2021-05-19 15:50:44.000000,"We just signed Senator Mazie K. Hirono’s and Rep. Grace Meng’s COVID Hate Crimes Act.

I’m proud that Congress passed legislation to help combat the surge in hate crimes and help #StopAsianHate.

Next stop: President Biden's desk.",67,0,1017,0,senschumer,Facebook,https://facebook.com/senschumer/posts/10159675978194407,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186491634_10159675976324407_1445610548604691936_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&_nc_ohc=5NBCq9PaA3gAX_vdjBs&_nc_ht=scontent-iad3-2.xx&tp=14&oh=2edf9ec7cdf37e076a66c3f627af5a8d&oe=60CCD5A6,,signed senator mazie k hironos rep grace mengs covid hate crimes actim proud congress passed legislation help combat surge hate crimes help stopasianhatenext stop president bidens desk,"['signed', 'senator', 'mazie', 'k', 'hironos', 'rep', 'grace', 'mengs', 'covid', 'hate', 'crimes', 'actim', 'proud', 'congress', 'passed', 'legislation', 'help', 'combat', 'surge', 'hate', 'crimes', 'help', 'stopasianhatenext', 'stop', 'president', 'bidens', 'desk']",24,1084,7618
139,Tammy Baldwin,Senate,Democrat,WI,,2021-05-19 18:25:53.000000,"I support Governor Evers' call for a special session of the State Legislature so they can take action accepting a $1.6 billion federal investment in our BadgerCare program to expand quality health care to working Wisconsinites and save taxpayers money. Republican obstruction is costing our state and our people.

UPNORTHNEWSWI.COM
Wisconsin Could Expand Healthcare and Get $1.6 Billion From the Feds. GOP Says 'No.'",215,153,678,0,senatortammybaldwin,Facebook,https://facebook.com/senatortammybaldwin/posts/10159342471732140,,https://upnorthnewswi.com/2021/05/19/wisconsin-expand-healthcare-get-billion-gop-says-no/,support governor evers call special session state legislature take action accepting billion federal investment badgercare program expand quality health care working wisconsinites save taxpayers money republican obstruction costing state peopleupnorthnewswicomwisconsin could expand healthcare get billion feds gop says,"['support', 'governor', 'evers', 'call', 'special', 'session', 'state', 'legislature', 'take', 'action', 'accepting', 'billion', 'federal', 'investment', 'badgercare', 'program', 'expand', 'quality', 'health', 'care', 'working', 'wisconsinites', 'save', 'taxpayers', 'money', 'republican', 'obstruction', 'costing', 'state', 'peopleupnorthnewswicomwisconsin', 'could', 'expand', 'healthcare', 'get', 'billion', 'feds', 'gop', 'says']",05,1046,1503
191,Christopher Murphy,Senate,Democrat,CT,,2021-05-19 15:12:37.000000,It's not because America has more mental illness. It's not because America spends less on law enforcement. It's not because America enforces existing laws less stringently. It’s the guns.,256,0,742,0,chrismurphyct,Facebook,https://facebook.com/chrismurphyct/posts/10158793337603961,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186470718_10158793337608961_3303621777235348489_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=i97GbaZ4Mt4AX8X6-jP&_nc_ht=scontent-iad3-2.xx&tp=14&oh=3c4d736ce63e7c9be31c431a53e66f83&oe=60CAD1AE,,america mental illness america spends less law enforcement america enforces existing laws less stringently guns,"['america', 'mental', 'illness', 'america', 'spends', 'less', 'law', 'enforcement', 'america', 'enforces', 'existing', 'laws', 'less', 'stringently', 'guns']",07,998,50237
167,Mark R. Warner,Senate,Democrat,VA,,2021-05-19 16:19:00.000000,"We owe it to our people to take care of them. End of story.

WARNER.SENATE.GOV
Warner, Collins, Shaheen, Rubio Introduce Bill to Support Victims of ‘Havana Syndrome’",138,30,818,0,MarkRWarner,Facebook,https://facebook.com/MarkRWarner/posts/10159583750772853,,https://www.warner.senate.gov/public/index.cfm/pressreleases?id=0F61EC7C-0B05-4852-BD69-61A9041B686C,owe people take care end storywarnersenategovwarner collins shaheen rubio introduce bill support victims havana syndrome,"['owe', 'people', 'take', 'care', 'end', 'storywarnersenategovwarner', 'collins', 'shaheen', 'rubio', 'introduce', 'bill', 'support', 'victims', 'havana', 'syndrome']",14,986,2703
135,Dianne Feinstein,Senate,Democrat,CA,,2021-05-19 18:50:49.000000,"Videos that appear to show an anti-Semitic attack last night at a Los Angeles restaurant are deeply disturbing. Such violence must be forcefully condemned whenever it occurs. Discrimination and hate don’t belong in LA, in California or in the United States.",258,0,675,0,senatorfeinstein,Facebook,https://facebook.com/senatorfeinstein/posts/4123207161035757,,,videos appear show antisemitic attack last night los angeles restaurant deeply disturbing violence must forcefully condemned whenever occurs discrimination hate dont belong la california united states,"['videos', 'appear', 'show', 'antisemitic', 'attack', 'last', 'night', 'los', 'angeles', 'restaurant', 'deeply', 'disturbing', 'violence', 'must', 'forcefully', 'condemned', 'whenever', 'occurs', 'discrimination', 'hate', 'dont', 'belong', 'la', 'california', 'united', 'states']",25,933,70271
278,Jeff Merkley,Senate,Democrat,OR,,2021-05-19 09:51:58.000000,"The last two presidential elections have been decided by a few thousand votes in a handful of states. When even a small number of voters lose their freedom to vote, it can have massive national consequences. We need the #ForThePeople Act to prevent these voting restrictions.

FIVETHIRTYEIGHT.COM
How The Republican Push To Restrict Voting Could Affect Our Elections",137,167,582,0,jeffmerkley,Facebook,https://facebook.com/jeffmerkley/posts/10158076893181546,,https://fivethirtyeight.com/features/how-the-republican-push-to-restrict-voting-could-affect-our-elections/,last two presidential elections decided thousand votes handful states even small number voters lose freedom vote massive national consequences need forthepeople act prevent voting restrictionsfivethirtyeightcomhow republican push restrict voting could affect elections,"['last', 'two', 'presidential', 'elections', 'decided', 'thousand', 'votes', 'handful', 'states', 'even', 'small', 'number', 'voters', 'lose', 'freedom', 'vote', 'massive', 'national', 'consequences', 'need', 'forthepeople', 'act', 'prevent', 'voting', 'restrictionsfivethirtyeightcomhow', 'republican', 'push', 'restrict', 'voting', 'could', 'affect', 'elections']",06,886,18064
221,Jon Tester,Senate,Democrat,MT,,2021-05-19 13:52:53.000000,"The law of the land has been and remains clear — the government has no place between a woman and her doctor. A woman’s right to make her own health care decisions should always be protected.

NYTIMES.COM
The Supreme Court will hear a major abortion case.",87,25,770,0,senatortester,Facebook,https://facebook.com/senatortester/posts/10159250034771665,,https://www.nytimes.com/live/2021/05/17/us/joe-biden-news/supreme-court-abortion,law land remains clear government place woman doctor womans right make health care decisions always protectednytimescomthe supreme court hear major abortion case,"['law', 'land', 'remains', 'clear', 'government', 'place', 'woman', 'doctor', 'womans', 'right', 'make', 'health', 'care', 'decisions', 'always', 'protectednytimescomthe', 'supreme', 'court', 'hear', 'major', 'abortion', 'case']",23,882,67393
10,Stacey E. Plaskett,House,Democrat,VI,0,2021-05-20 01:24:35+00:00,"“On January 6th, we witnessed one of the darkest moments in our nation’s history when a violent mob launched an attack on the U.S. Capitol. These individuals raided the Capitol, desecrated the halls of Congress, and attacked Capitol police officers.” https://t.co/wAP9e4gZZy",11,125,719,3,staceyplaskett,Twitter,https://twitter.com/StaceyPlaskett/status/1395188671075295238,https://pbs.twimg.com/ext_tw_video_thumb/1395188096392642565/pu/img/RIXSQSxA1PSvYPqM.jpg,[],january 6th witnessed one darkest moments nations history violent mob launched attack us capitol individuals raided capitol desecrated halls congress attacked capitol police officers,"['january', '6th', 'witnessed', 'one', 'darkest', 'moments', 'nations', 'history', 'violent', 'mob', 'launched', 'attack', 'us', 'capitol', 'individuals', 'raided', 'capitol', 'desecrated', 'halls', 'congress', 'attacked', 'capitol', 'police', 'officers']",06,858,18064
141,Rand Paul,Senate,Republican,KY,,2021-05-19 18:09:00.000000,ICYMI yesterday I joined The Story on Fox News to discuss Dr. Fauci and the new CDC guidelines.,57,0,799,0,SenatorRandPaul,Facebook,https://facebook.com/SenatorRandPaul/videos/1897842037039682,,,icymi yesterday joined story fox news discuss dr fauci new cdc guidelines,"['icymi', 'yesterday', 'joined', 'story', 'fox', 'news', 'discuss', 'dr', 'fauci', 'new', 'cdc', 'guidelines']",22,856,31386
268,Marco Rubio,Senate,Republican,FL,,2021-05-19 11:06:27.000000,"Two U.S. veterans living in #PinellasCounty, 96-year-old Jack Shaffer and 91-year-old John Stewart, continue to serve their community as volunteers for the Largo Police Department. Thank you, Mr. Shaffer and Mr. Stewart, for your steadfast commitment to #Florida and the nation! #sayfie #flapol

BAYNEWS9.COM
Largo Police Department honoring two 'Volunteers in Policing'",83,57,686,0,SenatorMarcoRubio,Facebook,https://facebook.com/SenatorMarcoRubio/posts/5895530257138956,,https://www.baynews9.com/fl/tampa/news/2021/05/17/largo-police-department-honoring-two--volunteers-in-policing---both-in-their-90s,two us veterans living pinellascounty 96yearold jack shaffer 91yearold john stewart continue serve community volunteers largo police department thank mr shaffer mr stewart steadfast commitment florida nation sayfie flapolbaynews9comlargo police department honoring two volunteers policing,"['two', 'us', 'veterans', 'living', 'pinellascounty', '96yearold', 'jack', 'shaffer', '91yearold', 'john', 'stewart', 'continue', 'serve', 'community', 'volunteers', 'largo', 'police', 'department', 'thank', 'mr', 'shaffer', 'mr', 'stewart', 'steadfast', 'commitment', 'florida', 'nation', 'sayfie', 'flapolbaynews9comlargo', 'police', 'department', 'honoring', 'two', 'volunteers', 'policing']",26,826,2033
318,Mo Brooks,House,Republican,AL,5,2021-05-19 17:00:22.000000,"Sadly, Marxists sympathizers have infiltrated the Pentagon. They are spewing their divisive, racist teachings under the cover of inclusion and anti-racist training materials. Lt. Col. Lohmeier displayed great courage expressing concerns about racism in the military, and he should be commended. Instead, the racist Biden Administration fired him. It’s shameful! I joined 23 of my colleagues in demanding that the Pentagon reinstate Lt. Col. Lohmeier without delay.

BROOKS.HOUSE.GOV
Congressman Mo Brooks Demands Air Force & Space Force Reinstate Lt. Col. Lohmeier",74,121,614,0,RepMoBrooks,Facebook,https://facebook.com/RepMoBrooks/posts/3931834963531798,,https://brooks.house.gov/media-center/news-releases/congressman-mo-brooks-demands-air-force-space-force-reinstate-lt-col,sadly marxists sympathizers infiltrated pentagon spewing divisive racist teachings cover inclusion antiracist training materials lt col lohmeier displayed great courage expressing concerns racism military commended instead racist biden administration fired shameful joined colleagues demanding pentagon reinstate lt col lohmeier without delaybrookshousegovcongressman mo brooks demands air force space force reinstate lt col lohmeier,"['sadly', 'marxists', 'sympathizers', 'infiltrated', 'pentagon', 'spewing', 'divisive', 'racist', 'teachings', 'cover', 'inclusion', 'antiracist', 'training', 'materials', 'lt', 'col', 'lohmeier', 'displayed', 'great', 'courage', 'expressing', 'concerns', 'racism', 'military', 'commended', 'instead', 'racist', 'biden', 'administration', 'fired', 'shameful', 'joined', 'colleagues', 'demanding', 'pentagon', 'reinstate', 'lt', 'col', 'lohmeier', 'without', 'delaybrookshousegovcongressman', 'mo', 'brooks', 'demands', 'air', 'force', 'space', 'force', 'reinstate', 'lt', 'col', 'lohmeier']",09,809,1562
249,Dianne Feinstein,Senate,Democrat,CA,,2021-05-19 12:07:30.000000,"We’ve yet to enter California’s traditional fire season but we’ve already seen two fires burn more than 1,000 acres. The fact is, California’s fire season now runs the entire calendar year. We must do more to prepare for larger, deadlier and more destructive fires.

The state is investing significant resources and the federal government needs to match that effort, especially considering 57% of forests in California are on federal land. Climate change is here and we need to be committing sufficient resources at the level this crisis demands.

Today I laid out actions that we need to take to bolster California’s defenses against catastrophic wildfires. I also will be introducing legislation next week to help fund these projects. Read more here:

https://www.feinstein.senate.gov/public/index.cfm/press-releases?id=997430E0-C26D-4653-828B-F58BD9C1C9E6

FEINSTEIN.SENATE.GOV
Feinstein Lays Out Actions to Reduce, Combat Growing Threat of Deadly Wildfires",240,47,495,0,senatorfeinstein,Facebook,https://facebook.com/senatorfeinstein/posts/4122407677782372,,https://www.feinstein.senate.gov/public/index.cfm/press-releases?id=997430E0-C26D-4653-828B-F58BD9C1C9E6,weve yet enter californias traditional fire season weve already seen two fires burn acres fact californias fire season runs entire calendar year must prepare larger deadlier destructive firesthe state investing significant resources federal government needs match effort especially considering forests california federal land climate change need committing sufficient resources level crisis demandstoday laid actions need take bolster californias defenses catastrophic wildfires also introducing legislation next week help fund projects read herefeinsteinsenategovfeinstein lays actions reduce combat growing threat deadly wildfires,"['weve', 'yet', 'enter', 'californias', 'traditional', 'fire', 'season', 'weve', 'already', 'seen', 'two', 'fires', 'burn', 'acres', 'fact', 'californias', 'fire', 'season', 'runs', 'entire', 'calendar', 'year', 'must', 'prepare', 'larger', 'deadlier', 'destructive', 'firesthe', 'state', 'investing', 'significant', 'resources', 'federal', 'government', 'needs', 'match', 'effort', 'especially', 'considering', 'forests', 'california', 'federal', 'land', 'climate', 'change', 'need', 'committing', 'sufficient', 'resources', 'level', 'crisis', 'demandstoday', 'laid', 'actions', 'need', 'take', 'bolster', 'californias', 'defenses', 'catastrophic', 'wildfires', 'also', 'introducing', 'legislation', 'next', 'week', 'help', 'fund', 'projects', 'read', 'herefeinsteinsenategovfeinstein', 'lays', 'actions', 'reduce', 'combat', 'growing', 'threat', 'deadly', 'wildfires']",27,782,5149
242,Elizabeth Warren,Senate,Democrat,MA,,2021-05-19 12:55:55.000000,"We need big investments in transit electrification, but it’s absurd to suggest that working families should pay for it with a gas tax. My three big plans to make the wealthy pay their fair share will cover every penny of the President’s infrastructure plans with trillions left over.",39,0,717,0,senatorelizabethwarren,Facebook,https://facebook.com/senatorelizabethwarren/videos/817914798850315,,,need big investments transit electrification absurd suggest working families pay gas tax three big plans make wealthy pay fair share cover every penny presidents infrastructure plans trillions left,"['need', 'big', 'investments', 'transit', 'electrification', 'absurd', 'suggest', 'working', 'families', 'pay', 'gas', 'tax', 'three', 'big', 'plans', 'make', 'wealthy', 'pay', 'fair', 'share', 'cover', 'every', 'penny', 'presidents', 'infrastructure', 'plans', 'trillions', 'left']",07,756,50237
25,Stacey E. Plaskett,House,Democrat,VI,0,2021-05-19 22:33:45+00:00,"“The party told you to reject the evidence of your eyes and ears. It was their final, most essential command.”

-  George Orwell 1984 twitter.com/Olivia_Beavers…",12,136,594,4,staceyplaskett,Twitter,https://twitter.com/StaceyPlaskett/status/1395145680759492609,,['https://twitter.com/Olivia_Beavers/status/1395125137943498756'],party told reject evidence eyes ears final essential command george orwell twittercomoliviabeavers,"['party', 'told', 'reject', 'evidence', 'eyes', 'ears', 'final', 'essential', 'command', 'george', 'orwell', 'twittercomoliviabeavers']",26,746,2033
176,"Robert P. Casey, Jr.",Senate,Democrat,PA,,2021-05-19 15:59:53.000000,"She can do it 💪

Mae, you’re a patriot!

BUCKSCOUNTYCOURIERTIMES.COM
Levittown's 'Rosie the Riveter' makes 5,000th mask",13,18,708,0,SenatorBobCasey,Facebook,https://facebook.com/SenatorBobCasey/posts/4023387294381060,,https://www.buckscountycouriertimes.com/story/news/2021/05/19/levittowns-rosie-riveter-makes-5-000th-mask-mae-krier-congressional-medal-of-honor-wwii/5127881001/,mae youre patriotbuckscountycouriertimescomlevittowns rosie riveter makes 5000th mask,"['mae', 'youre', 'patriotbuckscountycouriertimescomlevittowns', 'rosie', 'riveter', 'makes', '5000th', 'mask']",18,739,7620
